"old_url","old_path","old_status","old_type","old_title","old_h1","target_url","target_path","target_status","target_type","confidence","reason","action"
"https://cloverspb.ru/magazin/product/korobka-eco-cake-1900-230-mm-h-140-mm-h-60-mm-dlya-pirozhnyh-kraft","/magazin/product/korobka-eco-cake-1900-230-mm-h-140-mm-h-60-mm-dlya-pirozhnyh-kraft","200","product","Коробка ECO CAKE 1900 230 мм х 140 мм х 60 мм для пирожных крафт","Коробка ECO CAKE 1900 230 мм х 140 мм х 60 мм для пирожных крафт","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Для кондитерских изделий»","301"
"https://cloverspb.ru/magazin/product/korob-kartonnyj-pod-12-kapkejkov-bez-okna-330-mm-h-250-mm-h-100-mm","/magazin/product/korob-kartonnyj-pod-12-kapkejkov-bez-okna-330-mm-h-250-mm-h-100-mm","200","product","Короб картонный под 12 капкейков без окна 330 мм х 250 мм х 100 мм","Короб картонный под 12 капкейков без окна 330 мм х 250 мм х 100 мм","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%94%D0%BB%D1%8F%20%D0%BA%D0%BE%D0%BD%D0%B4%D0%B8%D1%82%D0%B5%D1%80%D1%81%D0%BA%D0%B8%D1%85%20%D0%B8%D0%B7%D0%B4%D0%B5%D0%BB%D0%B8%D0%B9","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Для кондитерских изделий»","301"
"https://cloverspb.ru/magazin/product/kontejner-rakushka-rk-31-220-mm-h-155-mm-h-89-mm-prozrachnyj","/magazin/product/kontejner-rakushka-rk-31-220-mm-h-155-mm-h-89-mm-prozrachnyj","200","product","Контейнер - ракушка РК - 31 220 мм х 155 мм х 89 мм прозрачный","Контейнер - ракушка РК - 31 220 мм х 155 мм х 89 мм прозрачный","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Контейнеры»","301"
"https://cloverspb.ru/magazin/product/kontejner-rakushka-rk-10-121-mm-h-119-mm-h-60-mm-prozrachnyj","/magazin/product/kontejner-rakushka-rk-10-121-mm-h-119-mm-h-60-mm-prozrachnyj","200","product","Контейнер - ракушка РК - 10 121 мм х 119 мм х 60 мм прозрачный","Контейнер - ракушка РК - 10 121 мм х 119 мм х 60 мм прозрачный","https://clover-spb.ru/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","/catalog/%D0%9E%D0%B4%D0%BD%D0%BE%D1%80%D0%B0%D0%B7%D0%BE%D0%B2%D0%B0%D1%8F%20%D0%BF%D0%BE%D1%81%D1%83%D0%B4%D0%B0/%D0%9A%D0%BE%D0%BD%D1%82%D0%B5%D0%B9%D0%BD%D0%B5%D1%80%D1%8B","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Контейнеры»","301"
"https://cloverspb.ru/magazin/product/perchatki-rezinovye-sverhprochnye-krasno-belye-s","/magazin/product/perchatki-rezinovye-sverhprochnye-krasno-belye-s","200","product","Перчатки резиновые сверхпрочные красно-белые S","Перчатки резиновые сверхпрочные красно-белые S","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Размер/цвет текущего товарного кандидата противоречат старой карточке; сохранён поисковый интент через наиболее узкую категорию «Перчатки»","301"
"https://cloverspb.ru/magazin/product/perchatki-rezinovye-sine-zheltye-s","/magazin/product/perchatki-rezinovye-sine-zheltye-s","200","product","Перчатки резиновые сине-желтые S","Перчатки резиновые сине-желтые S","https://clover-spb.ru/product/%D0%9D%D0%A4-00000174","/product/%D0%9D%D0%A4-00000174","200","product","HIGH","Совпадают тип, сине-жёлтое исполнение и размер S; текущая карточка уточняет линейку Bicolor","301"
"https://cloverspb.ru/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-m","/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-m","200","product","Перчатки резиновые сине-желтые Bicolor М","Перчатки резиновые сине-желтые Bicolor М","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Текущий товарный кандидат имеет размер S вместо M; сохранён поисковый интент через категорию «Перчатки»","301"
"https://cloverspb.ru/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-l","/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-l","200","product","Перчатки резиновые сине-желтые Bicolor L","Перчатки резиновые сине-желтые Bicolor L","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Текущий товарный кандидат имеет размер S вместо L; сохранён поисковый интент через категорию «Перчатки»","301"
"https://cloverspb.ru/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-xl","/magazin/product/perchatki-rezinovye-sine-zheltye-bicolor-xl","200","product","Перчатки резиновые сине-желтые Bicolor XL","Перчатки резиновые сине-желтые Bicolor XL","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Текущий товарный кандидат имеет размер S вместо XL; сохранён поисковый интент через категорию «Перчатки»","301"
"https://cloverspb.ru/magazin/product/stroitelnye-perchatki-s-pvh-chernye","/magazin/product/stroitelnye-perchatki-s-pvh-chernye","200","product","Строительные перчатки с ПВХ черные","Строительные перчатки с ПВХ черные","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9F%D0%B5%D1%80%D1%87%D0%B0%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Перчатки»","301"
"https://cloverspb.ru/magazin/product/vafelnoe-polotno-metrovoe","/magazin/product/vafelnoe-polotno-metrovoe","200","product","Вафельное полотно метровое","Вафельное полотно метровое","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B","200","category","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Хозяйственные товары»","301"
"https://cloverspb.ru/magazin/product/paket-dlya-musora-v-rulone-10-sht-120-litrov","/magazin/product/paket-dlya-musora-v-rulone-10-sht-120-litrov","200","product","Пакет для мусора в рулоне 10 шт 120 литров","Пакет для мусора в рулоне 10 шт 120 литров","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9C%D0%B5%D1%88%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D1%83%D1%81%D0%BE%D1%80%D0%B0","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%9C%D0%B5%D1%88%D0%BA%D0%B8%20%D0%B4%D0%BB%D1%8F%20%D0%BC%D1%83%D1%81%D0%BE%D1%80%D0%B0","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Мешки для мусора»","301"
"https://cloverspb.ru/magazin/product/korobka-dlya-piccy-piroga-hachapuri-280h180h50mm-buraya","/magazin/product/korobka-dlya-piccy-piroga-hachapuri-280h180h50mm-buraya","200","product","Коробка для пиццы/пирога/хачапури 280х180х50мм бурая","Коробка для пиццы/пирога/хачапури 280х180х50мм бурая","https://clover-spb.ru/product/%D0%9D%D0%A4-00002851","/product/%D0%9D%D0%A4-00002851","200","product","EXACT","Точное нормализованное публичное название товара «Коробка для пиццы/пирога/хачапури 280х180х50мм бурая»","301"
"https://cloverspb.ru/magazin/product/salfetki-bumazhnye-24-sm-h-24-sm-1-slojnye-krasnye-400sht","/magazin/product/salfetki-bumazhnye-24-sm-h-24-sm-1-slojnye-krasnye-400sht","200","product","Салфетки бумажные 24 см х 24 см 1 - слойные красные (400шт)","Салфетки бумажные 24 см х 24 см 1 - слойные красные (400шт)","https://clover-spb.ru/catalog/%D0%91%D1%83%D0%BC%D0%B0%D0%B6%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F/%D0%A1%D0%B0%D0%BB%D1%84%D0%B5%D1%82%D0%BA%D0%B8","/catalog/%D0%91%D1%83%D0%BC%D0%B0%D0%B6%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F/%D0%A1%D0%B0%D0%BB%D1%84%D0%B5%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Салфетки»","301"
"https://cloverspb.ru/magazin/product/salfetki-bumazhnye-33-sm-h-33-sm-krasnye-200sht","/magazin/product/salfetki-bumazhnye-33-sm-h-33-sm-krasnye-200sht","200","product","Салфетки бумажные 33 см х 33 см красные (200шт)","Салфетки бумажные 33 см х 33 см красные (200шт)","https://clover-spb.ru/catalog/%D0%91%D1%83%D0%BC%D0%B0%D0%B6%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F/%D0%A1%D0%B0%D0%BB%D1%84%D0%B5%D1%82%D0%BA%D0%B8","/catalog/%D0%91%D1%83%D0%BC%D0%B0%D0%B6%D0%BD%D0%B0%D1%8F%20%D0%BF%D1%80%D0%BE%D0%B4%D1%83%D0%BA%D1%86%D0%B8%D1%8F/%D0%A1%D0%B0%D0%BB%D1%84%D0%B5%D1%82%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Салфетки»","301"
"https://cloverspb.ru/magazin/product/folga-30-sm-100-metrov","/magazin/product/folga-30-sm-100-metrov","200","product","Фольга 30 см 100 метров","Фольга 30 см 100 метров","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A4%D0%BE%D0%BB%D1%8C%D0%B3%D0%B0%2C%20%D0%BF%D0%BB%D0%B5%D0%BD%D0%BA%D0%B0%2C%20%D0%BF%D0%B5%D1%80%D0%B3%D0%B0%D0%BC%D0%B5%D0%BD%D1%82","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A4%D0%BE%D0%BB%D1%8C%D0%B3%D0%B0%2C%20%D0%BF%D0%BB%D0%B5%D0%BD%D0%BA%D0%B0%2C%20%D0%BF%D0%B5%D1%80%D0%B3%D0%B0%D0%BC%D0%B5%D0%BD%D1%82","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Фольга, пленка, пергамент»","301"
"https://cloverspb.ru/magazin/product/folga-45-sm-100-metrov","/magazin/product/folga-45-sm-100-metrov","200","product","Фольга 45 см 100 метров","Фольга 45 см 100 метров","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A4%D0%BE%D0%BB%D1%8C%D0%B3%D0%B0%2C%20%D0%BF%D0%BB%D0%B5%D0%BD%D0%BA%D0%B0%2C%20%D0%BF%D0%B5%D1%80%D0%B3%D0%B0%D0%BC%D0%B5%D0%BD%D1%82","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A4%D0%BE%D0%BB%D1%8C%D0%B3%D0%B0%2C%20%D0%BF%D0%BB%D0%B5%D0%BD%D0%BA%D0%B0%2C%20%D0%BF%D0%B5%D1%80%D0%B3%D0%B0%D0%BC%D0%B5%D0%BD%D1%82","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Фольга, пленка, пергамент»","301"
"https://cloverspb.ru/magazin/product/pishchevaya-plenka-30-sm-250-metrov","/magazin/product/pishchevaya-plenka-30-sm-250-metrov","200","product","Пищевая пленка 30 см 250 метров","Пищевая пленка 30 см 250 метров","https://clover-spb.ru/product/%D0%9D%D0%A4-00000134","/product/%D0%9D%D0%A4-00000134","200","product","EXACT","Точное совпадение типа товара и размеров 30 см × 250 м с данными текущего товара","301"
"https://cloverspb.ru/magazin/product/pishchevaya-plenka-45-sm-250-metrov","/magazin/product/pishchevaya-plenka-45-sm-250-metrov","200","product","Пищевая пленка 45 см 250 метров","Пищевая пленка 45 см 250 метров","https://clover-spb.ru/product/%D0%9D%D0%A4-00000869","/product/%D0%9D%D0%A4-00000869","200","product","EXACT","Точное совпадение типа товара и размеров 45 см × 250 м с данными текущего товара","301"
"https://cloverspb.ru/magazin/product/salfetka-viskoznaya-30-sm-h-30-sm-3sht","/magazin/product/salfetka-viskoznaya-30-sm-h-30-sm-3sht","200","product","Салфетка вискозная 30 см х 30 см (3шт)","Салфетка вискозная 30 см х 30 см (3шт)","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A2%D1%80%D1%8F%D0%BF%D0%BA%D0%B8%2C%20%D0%BC%D0%BE%D0%BF%D1%8B%2C%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D1%86%D0%B0","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A2%D1%80%D1%8F%D0%BF%D0%BA%D0%B8%2C%20%D0%BC%D0%BE%D0%BF%D1%8B%2C%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D1%86%D0%B0","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Тряпки, мопы, полотенца»","301"
"https://cloverspb.ru/magazin/product/salfetka-iz-mikrofibry-30-sm-h-30-sm","/magazin/product/salfetka-iz-mikrofibry-30-sm-h-30-sm","200","product","Салфетка из микрофибры 30 см х 30 см","Салфетка из микрофибры 30 см х 30 см","https://clover-spb.ru/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A2%D1%80%D1%8F%D0%BF%D0%BA%D0%B8%2C%20%D0%BC%D0%BE%D0%BF%D1%8B%2C%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D1%86%D0%B0","/catalog/%D0%A5%D0%BE%D0%B7%D1%8F%D0%B9%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5%20%D1%82%D0%BE%D0%B2%D0%B0%D1%80%D1%8B/%D0%A2%D1%80%D1%8F%D0%BF%D0%BA%D0%B8%2C%20%D0%BC%D0%BE%D0%BF%D1%8B%2C%20%D0%BF%D0%BE%D0%BB%D0%BE%D1%82%D0%B5%D0%BD%D1%86%D0%B0","200","subcategory","HIGH","Цвет старой салфетки не указан, а текущий товарный кандидат цветоспецифичен; выбран наиболее узкий релевантный раздел","301"
"https://cloverspb.ru/magazin/product/paket-majka-fa-chernyj-100sht","/magazin/product/paket-majka-fa-chernyj-100sht","200","product","Пакет - майка Fa черный (100шт)","Пакет - майка Fa черный (100шт)","https://clover-spb.ru/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Пакеты-майки»","301"
"https://cloverspb.ru/magazin/product/paket-majka-fa-krasnyj-100sht","/magazin/product/paket-majka-fa-krasnyj-100sht","200","product","Пакет - майка Fa красный (100шт)","Пакет - майка Fa красный (100шт)","https://clover-spb.ru/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Пакеты-майки»","301"
"https://cloverspb.ru/magazin/product/paket-majka-fa-zheltyj-100sht","/magazin/product/paket-majka-fa-zheltyj-100sht","200","product","Пакет - майка Fa желтый (100шт)","Пакет - майка Fa желтый (100шт)","https://clover-spb.ru/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Пакеты-майки»","301"
"https://cloverspb.ru/magazin/product/paket-majka-fa-sinij-100sht","/magazin/product/paket-majka-fa-sinij-100sht","200","product","Пакет - майка Fa синий (100шт)","Пакет - майка Fa синий (100шт)","https://clover-spb.ru/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","/catalog/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B%2C%20%D1%83%D0%BF%D0%B0%D0%BA%D0%BE%D0%B2%D0%BE%D1%87%D0%BD%D1%8B%D0%B5%20%D0%BC%D0%B0%D1%82%D0%B5%D1%80%D0%B8%D0%B0%D0%BB%D1%8B/%D0%9F%D0%B0%D0%BA%D0%B5%D1%82%D1%8B-%D0%BC%D0%B0%D0%B9%D0%BA%D0%B8","200","subcategory","HIGH","Точный товар не доказан; безопасный fallback в релевантную категорию «Пакеты-майки»","301"
